Generated by Byte Software
Provided by byt3c0de.net


Rebirth: 4, Orb Type: Ethereal, City: Magma City, Pet Type: Rare, Glitch Speed: 4
Rebirth: 164999, Orb Type: Yellow, City: Legends Highway, Pet Type: Omega, Glitch Speed: 308
Rebirth: 167999, Orb Type: Yellow, City: City, Pet Type: Epic, Glitch Speed: 175
Rebirth: 172199, Orb Type: Yellow, City: City, Pet Type: Rare, Glitch Speed: 164
Rebirth: 172499, Orb Type: Yellow, City: Legends Highway, Pet Type: Omega, Glitch Speed: 315
Rebirth: 175999, Orb Type: Yellow, City: Snow City, Pet Type: Omega, Glitch Speed: 224
Rebirth: 177599, Orb Type: Yellow, City: City, Pet Type: Epic, Glitch Speed: 180
Rebirth: 180599, Orb Type: Yellow, City: City, Pet Type: Rare, Glitch Speed: 168
Rebirth: 183999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 161
Rebirth: 186999, Orb Type: Yellow, City: Snow City, Pet Type: Omega, Glitch Speed: 231
Rebirth: 187999, Orb Type: Yellow, City: Legends Highway, Pet Type: Omega, Glitch Speed: 329
Rebirth: 189199, Orb Type: Yellow, City: City, Pet Type: Rare, Glitch Speed: 172
Rebirth: 195999, Orb Type: Yellow, City: Legends Highway, Pet Type: Omega, Glitch Speed: 336
Rebirth: 197599, Orb Type: Yellow, City: City, Pet Type: Epic, Glitch Speed: 190
Rebirth: 197999, Orb Type: Yellow, City: City, Pet Type: Rare, Glitch Speed: 176
Rebirth: 199999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 168
Rebirth: 206999, Orb Type: Yellow, City: City, Pet Type: Rare, Glitch Speed: 180
Rebirth: 207999, Orb Type: Yellow, City: City, Pet Type: Epic, Glitch Speed: 195
Rebirth: 209999, Orb Type: Yellow, City: Snow City, Pet Type: Omega, Glitch Speed: 245
Rebirth: 216199, Orb Type: Yellow, City: City, Pet Type: Rare, Glitch Speed: 184
Rebirth: 219999, Orb Type: Yellow, City: Magma City, Pet Type: Omega, Glitch Speed: 308
Rebirth: 221999, Orb Type: Yellow, City: Snow City, Pet Type: Omega, Glitch Speed: 252
Rebirth: 225599, Orb Type: Yellow, City: City, Pet Type: Rare, Glitch Speed: 188
Rebirth: 229599, Orb Type: Yellow, City: City, Pet Type: Epic, Glitch Speed: 205
Rebirth: 229999, Orb Type: Yellow, City: Magma City, Pet Type: Omega, Glitch Speed: 315
Rebirth: 233999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 182
Rebirth: 235199, Orb Type: Yellow, City: City, Pet Type: Rare, Glitch Speed: 192
Rebirth: 240799, Orb Type: Yellow, City: City, Pet Type: Epic, Glitch Speed: 210
Rebirth: 246999, Orb Type: Yellow, City: Snow City, Pet Type: Omega, Glitch Speed: 266
Rebirth: 251999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 189
Rebirth: 259999, Orb Type: Yellow, City: Snow City, Pet Type: Omega, Glitch Speed: 273
Rebirth: 263999, Orb Type: Yellow, City: City, Pet Type: Epic, Glitch Speed: 220
Rebirth: 275999, Orb Type: Yellow, City: City, Pet Type: Epic, Glitch Speed: 225
Rebirth: 286999, Orb Type: Yellow, City: Snow City, Pet Type: Omega, Glitch Speed: 287
Rebirth: 289999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 203
Rebirth: 300799, Orb Type: Yellow, City: City, Pet Type: Epic, Glitch Speed: 235
Rebirth: 300999, Orb Type: Yellow, City: Snow City, Pet Type: Omega, Glitch Speed: 294
Rebirth: 309999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 210
Rebirth: 313599, Orb Type: Yellow, City: City, Pet Type: Epic, Glitch Speed: 240
Rebirth: 329999, Orb Type: Yellow, City: Snow City, Pet Type: Omega, Glitch Speed: 308
Rebirth: 344999, Orb Type: Yellow, City: Snow City, Pet Type: Omega, Glitch Speed: 315
Rebirth: 351999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 224
Rebirth: 373999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 231
Rebirth: 375999, Orb Type: Yellow, City: Snow City, Pet Type: Omega, Glitch Speed: 329
Rebirth: 391999, Orb Type: Yellow, City: Snow City, Pet Type: Omega, Glitch Speed: 336
Rebirth: 419999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 245
Rebirth: 443999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 252
Rebirth: 493999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 266
Rebirth: 519999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 273
Rebirth: 573999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 287
Rebirth: 601999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 294
Rebirth: 659999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 308
Rebirth: 689999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 315
Rebirth: 751999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 329
Rebirth: 783999, Orb Type: Yellow, City: City, Pet Type: Omega, Glitch Speed: 336


Generated by Byte Software
Provided by byt3c0de.net
